CustomerKey,Title,LastName,BirthDate,MaritalStatus,Suffix,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance,Region,Age,AccessoriesBuyer,GeographyKey
24453,,Yuan,3/22/1975,S,,F,"$60,000.00 ",4,4,Bachelors,Professional,1,1,887 Concord Blvd.,,1 (11) 500 555-0119,10/19/2013,5-10 Miles,Pacific,46,1,10
24454,,Zhou,1/15/1970,S,,F,"$60,000.00 ",4,4,Bachelors,Professional,1,2,8654 Lindell Dr.,,1 (11) 500 555-0141,6/11/2013,5-10 Miles,Pacific,51,1,22
24455,,Chander,3/11/1970,M,,M,"$60,000.00 ",4,4,Bachelors,Professional,0,3,9780 Ridgeview Dr.,,1 (11) 500 555-0130,4/15/2013,10+ Miles,Pacific,51,1,33
24456,,Ruiz,2/13/1986,S,,M,"$60,000.00 ",4,4,Bachelors,Professional,1,3,4661 Balboa Court,,1 (11) 500 555-0152,7/23/2013,5-10 Miles,Pacific,35,1,13
24457,,Alonso,2/22/1974,S,,F,"$60,000.00 ",3,2,Bachelors,Professional,1,2,6290 Chinquapin Court,,1 (11) 500 555-0178,11/2/2012,5-10 Miles,Pacific,47,0,7
24458,,Rodriguez,6/17/1974,S,,M,"$70,000.00 ",0,0,Bachelors,Professional,1,1,7392 Diver Way,,1 (11) 500 555-0130,11/8/2012,5-10 Miles,Pacific,47,0,40
24459,,Carson,5/14/1984,S,,F,"$70,000.00 ",1,0,Partial College,Skilled Manual,0,1,3269 Fourth St.,,1 (11) 500 555-0156,11/19/2012,0-1 Miles,Pacific,37,0,21
24460,,Nara,5/14/1968,S,,M,"$60,000.00 ",1,0,Bachelors,Professional,0,1,4867 Victory Lane,,1 (11) 500 555-0137,11/17/2012,0-1 Miles,Pacific,53,0,27
24461,,Sai,8/3/1973,S,,F,"$60,000.00 ",1,0,Bachelors,Professional,1,1,3543 Hilton Way,,1 (11) 500 555-0139,11/18/2012,5-10 Miles,Pacific,48,0,18
24462,,Fernandez,2/23/1968,S,,M,"$60,000.00 ",1,0,Bachelors,Professional,0,1,1902 E. 42nd Street,,1 (11) 500 555-0180,11/17/2012,0-1 Miles,Pacific,53,0,19
24463,,Zheng,12/16/1935,M,,F,"$90,000.00 ",1,0,Graduate Degree,Management,1,1,4619 Mount Orange Ct,,1 (11) 500 555-0129,12/7/2012,1-2 Miles,Pacific,86,1,6
24464,,Torres,1/1/1972,S,,F,"$100,000.00 ",0,0,Bachelors,Professional,0,1,2608 Southampton Road,,1 (11) 500 555-0111,6/14/2013,10+ Miles,Pacific,49,1,10
24465,,Andersen,10/6/1965,M,,F,"$60,000.00 ",1,0,Partial College,Skilled Manual,1,1,6697 Ridge Park Drive,,1 (11) 500 555-0118,11/28/2012,5-10 Miles,Pacific,56,0,35
24466,,Travers,2/1/1966,M,,F,"$60,000.00 ",1,0,Partial College,Skilled Manual,1,1,3641 W. Holly Drive,,1 (11) 500 555-0114,12/1/2012,5-10 Miles,Pacific,55,1,21
24467,,He,11/24/1965,S,,F,"$60,000.00 ",1,0,Partial College,Skilled Manual,0,1,5728 Thames Dr,,1 (11) 500 555-0197,12/8/2012,0-1 Miles,Pacific,56,1,14
24468,,Patel,3/31/1971,S,,F,"$70,000.00 ",0,0,Bachelors,Professional,1,1,4173 Signal Court,,1 (11) 500 555-0195,11/28/2012,5-10 Miles,Pacific,50,0,33
24469,,Andersen,11/30/1970,S,,M,"$80,000.00 ",5,5,Bachelors,Professional,1,4,8825 Walters Way,,1 (11) 500 555-0128,2/16/2013,1-2 Miles,Pacific,51,1,14
24470,,Lal,12/9/1970,M,,M,"$80,000.00 ",5,5,Bachelors,Professional,1,4,7000 Hawes Street,,1 (11) 500 555-0124,5/1/2013,1-2 Miles,Pacific,51,1,16
24471,,Chande,12/1/1969,S,,M,"$70,000.00 ",0,0,Bachelors,Professional,0,1,3994 Pinecrest Court,,1 (11) 500 555-0136,4/1/2013,5-10 Miles,Pacific,52,1,33
24472,,He,4/22/1970,S,,M,"$70,000.00 ",0,0,Bachelors,Professional,0,1,5281 Miller Avenue,,1 (11) 500 555-0189,12/16/2013,5-10 Miles,Pacific,51,1,11
24473,,Rana,3/23/1975,S,,M,"$70,000.00 ",0,0,Bachelors,Professional,0,1,1461 Dent Way,,1 (11) 500 555-0153,8/29/2013,5-10 Miles,Pacific,46,1,19
24474,,Guo,3/22/1974,S,,F,"$70,000.00 ",0,0,Bachelors,Professional,0,2,9697 Central Ave,,1 (11) 500 555-0184,12/4/2012,0-1 Miles,Pacific,47,0,18
24475,,Zhou,12/12/1968,S,,M,"$70,000.00 ",0,0,Bachelors,Professional,0,2,8004 Broadmoor Ave.,,1 (11) 500 555-0174,12/22/2012,0-1 Miles,Pacific,53,0,32
24476,,Brooks,9/12/1977,M,,M,"$60,000.00 ",1,0,Partial College,Skilled Manual,1,1,2263 Terra Granada,,1 (11) 500 555-0124,11/28/2012,5-10 Miles,Pacific,44,0,33
24477,,Zeng,8/26/1966,S,,M,"$60,000.00 ",1,0,Partial College,Skilled Manual,1,1,1542 Del Rey St.,,1 (11) 500 555-0149,12/26/2012,5-10 Miles,Pacific,55,0,29
24478,,Sharma,3/1/1972,S,,F,"$60,000.00 ",1,0,Partial College,Skilled Manual,1,1,2878 Bounty Way,,1 (11) 500 555-0197,12/14/2012,5-10 Miles,Pacific,49,1,4
24479,,Moreno,1/31/1972,S,,F,"$70,000.00 ",5,4,Partial College,Skilled Manual,1,2,9584 Logan Ct,,1 (11) 500 555-0151,1/17/2014,5-10 Miles,Pacific,49,1,7
24480,,Liu,2/19/1964,S,,F,"$90,000.00 ",2,0,Bachelors,Professional,1,1,3421 Boyd Road,,1 (11) 500 555-0163,12/8/2012,2-5 Miles,Pacific,57,1,36
24481,,Sun,7/13/1969,M,,M,"$90,000.00 ",2,0,Bachelors,Management,0,1,3697 W St.,,1 (11) 500 555-0168,12/11/2012,2-5 Miles,Pacific,52,1,23
24482,,Ramos,8/12/1969,M,,M,"$100,000.00 ",4,0,Bachelors,Management,1,2,1868 Alexander Pl,,1 (11) 500 555-0110,12/18/2012,1-2 Miles,Pacific,52,0,36
24483,,Kapoor,12/14/1941,S,,M,"$30,000.00 ",2,0,Partial College,Clerical,0,2,9794 Glenside Dr,,1 (11) 500 555-0151,9/16/2013,5-10 Miles,Pacific,80,1,2
24484,,Anand,1/19/1966,M,,M,"$60,000.00 ",1,0,Partial College,Skilled Manual,1,1,4340 Ohara Ct,,1 (11) 500 555-0154,11/28/2012,5-10 Miles,Pacific,55,0,28
24485,,Ma,3/8/1959,S,,M,"$40,000.00 ",2,0,Bachelors,Management,0,1,3644 Rosarita,,1 (11) 500 555-0117,12/23/2012,5-10 Miles,Pacific,62,0,2
24486,,Zeng,2/18/1981,M,,M,"$40,000.00 ",0,0,High School,Skilled Manual,1,1,6680 Brookdale Dr.,,787-555-0115,2/1/2013,5-10 Miles,North America,40,1,307
24487,,Harris,9/7/1980,S,,F,"$40,000.00 ",0,0,High School,Skilled Manual,0,2,2595 Worth Ct.,,935-555-0197,8/23/2013,0-1 Miles,North America,41,1,55
24488,,Gonzales,8/8/1980,S,,M,"$40,000.00 ",0,0,High School,Skilled Manual,0,2,5950 Dakota Lane,,586-555-0145,12/22/2013,0-1 Miles,North America,41,1,68
24489,,Murphy,12/6/1981,S,,F,"$40,000.00 ",0,0,High School,Skilled Manual,1,2,1504 Conifer Court,,316-555-0117,4/13/2013,5-10 Miles,North America,40,1,50
24490,,Suarez,10/4/1985,M,,M,"$30,000.00 ",0,0,High School,Skilled Manual,1,2,1996 Sand Pointe Lane,,451-555-0199,9/18/2013,5-10 Miles,North America,36,1,611
24491,,Russell,11/2/1985,S,,F,"$30,000.00 ",0,0,High School,Skilled Manual,0,2,3904 Piedra Drive,,446-555-0155,12/17/2011,0-1 Miles,North America,36,0,66
24492,,Lopez,10/1/1984,S,,M,"$30,000.00 ",0,0,High School,Skilled Manual,0,2,6027 Lisa Ann Street,,428-555-0192,3/3/2013,0-1 Miles,North America,37,1,334
24493,,Bennett,9/24/1984,S,,M,"$30,000.00 ",0,0,High School,Skilled Manual,0,2,5938 Coachman Pl.,,759-555-0116,12/2/2011,0-1 Miles,North America,37,0,55
24494,,Zhou,9/2/1942,M,,M,"$30,000.00 ",2,0,Partial College,Clerical,0,2,5013 C Mt. Hood Ct.,,1 (11) 500 555-0138,1/31/2013,0-1 Miles,Pacific,79,1,2
24495,,Ortega,8/10/1953,S,,F,"$30,000.00 ",2,0,Partial College,Clerical,0,2,9214 Birch Park Rd,,1 (11) 500 555-0123,1/14/2014,0-1 Miles,Pacific,68,1,25
24496,,Mitchell,10/7/1983,S,,F,"$40,000.00 ",0,0,High School,Skilled Manual,0,2,6634 Augustine Dr.,,570-555-0129,12/4/2011,0-1 Miles,North America,38,1,66
24497,,James,9/20/1983,S,,F,"$40,000.00 ",0,0,High School,Skilled Manual,0,2,3245 Vista Oak Dr.,,892-555-0190,2/4/2013,5-10 Miles,North America,38,1,632
24498,,Washington,10/14/1983,S,,F,"$40,000.00 ",0,0,High School,Skilled Manual,0,2,1127 Leewood Place,,807-555-0154,6/10/2013,0-1 Miles,North America,38,1,552
24499,,Lewis,6/1/1983,S,,F,"$30,000.00 ",0,0,Partial High School,Clerical,0,2,2082 S. Bascom Ave.,,498-555-0181,5/21/2013,0-1 Miles,North America,38,1,372
24500,,Johnson,5/13/1983,M,,M,"$40,000.00 ",0,0,High School,Skilled Manual,0,2,5718 N. Sixth Street,,177-555-0128,6/12/2013,0-1 Miles,North America,38,1,633
24501,,Garcia,10/25/1984,S,,F,"$30,000.00 ",0,0,Partial High School,Clerical,0,2,4039 Elkwood Dr.,,543-555-0198,12/27/2011,0-1 Miles,North America,37,0,50
24502,,Price,2/9/1946,M,,M,"$40,000.00 ",2,0,Bachelors,Management,1,2,7952 Quartermaster,,1 (11) 500 555-0165,12/6/2012,0-1 Miles,Pacific,75,1,13
24503,,Ma,5/22/1952,M,,F,"$40,000.00 ",2,0,Bachelors,Management,1,2,6432 Maywood Ln.,,1 (11) 500 555-0185,12/17/2012,0-1 Miles,Pacific,69,0,4
24504,,Navarro,1/31/1947,M,,M,"$40,000.00 ",2,0,Bachelors,Management,0,2,7311 Blackridge Dr.,,1 (11) 500 555-0169,12/12/2012,0-1 Miles,Pacific,74,0,5
24505,,Gonzalez,12/7/1954,M,,M,"$40,000.00 ",2,0,Bachelors,Management,1,2,8612 Pembrook Court,,1 (11) 500 555-0161,12/18/2012,0-1 Miles,Pacific,67,0,30
24506,,Muñoz,8/19/1948,M,,F,"$60,000.00 ",2,0,Graduate Degree,Management,1,1,4561 Thornhill Place,,1 (11) 500 555-0182,12/10/2012,5-10 Miles,Pacific,73,0,38
24507,,Garcia,3/7/1982,S,,F,"$40,000.00 ",0,0,High School,Skilled Manual,0,2,9425 Village Road,,196-555-0130,9/14/2013,1-2 Miles,North America,39,1,614
24508,,Phillips,3/13/1982,S,,M,"$40,000.00 ",0,0,High School,Skilled Manual,0,2,579 Pinnacle Dr.,,382-555-0119,10/16/2013,1-2 Miles,North America,39,1,545
24509,,Long,5/9/1982,S,,F,"$40,000.00 ",0,0,High School,Skilled Manual,1,2,3967 High Street,,299-555-0163,11/7/2013,5-10 Miles,North America,39,1,641
24510,,Martinez,1/8/1982,M,,M,"$40,000.00 ",0,0,High School,Skilled Manual,0,2,470 Keller Ridge,,191-555-0143,10/3/2013,1-2 Miles,North America,39,1,644
24511,,Hall,10/30/1981,S,,M,"$40,000.00 ",0,0,Partial College,Skilled Manual,0,1,5160 La Vista Circle,,288-555-0173,8/28/2013,1-2 Miles,North America,40,1,553
24512,,Jiménez,2/10/1982,S,,F,"$40,000.00 ",0,0,Partial College,Skilled Manual,1,1,4965 Bishop Court,,675-555-0149,7/13/2013,5-10 Miles,North America,39,1,302
24513,,Deng,11/22/1981,M,,M,"$40,000.00 ",0,0,Partial College,Skilled Manual,1,1,4621 Candelero Dr.,,735-555-0140,4/11/2013,5-10 Miles,North America,40,1,310
24514,,Phillips,9/14/1981,M,,M,"$40,000.00 ",0,0,Partial College,Skilled Manual,1,1,3143 N. Main,,638-555-0148,7/18/2013,5-10 Miles,North America,40,1,339
24515,,Jones,11/16/1981,S,,M,"$40,000.00 ",0,0,Partial College,Skilled Manual,1,1,274 Diane Ct,,583-555-0115,12/20/2013,5-10 Miles,North America,40,1,359
24516,,Moore,5/12/1981,S,,F,"$40,000.00 ",0,0,High School,Skilled Manual,1,2,1782 Poplar Ave.,,552-555-0111,2/8/2013,5-10 Miles,North America,40,1,310
24517,,Harris,12/23/1979,S,,M,"$50,000.00 ",0,0,Partial College,Skilled Manual,0,1,6369 Condor Place,,347-555-0181,12/29/2013,1-2 Miles,North America,41,1,314
24518,,Allen,10/18/1979,S,,F,"$50,000.00 ",0,0,Partial College,Skilled Manual,0,1,3616 Gonzalez Court,,651-555-0132,7/7/2013,5-10 Miles,North America,42,1,334
24519,,King,6/9/1985,M,,M,"$50,000.00 ",0,0,Partial College,Skilled Manual,1,1,7661 S. Rosal Ave.,,956-555-0112,10/6/2013,5-10 Miles,North America,36,1,355
24520,,Wilson,8/22/1978,M,,M,"$60,000.00 ",0,0,Partial College,Skilled Manual,1,1,1902 Santa Cruz,,119-555-0178,6/28/2013,5-10 Miles,North America,43,0,301
24521,,Wood,3/12/1978,S,,F,"$80,000.00 ",0,0,Bachelors,Management,0,1,33 RiverRock Dr,,999-555-0183,2/16/2013,0-1 Miles,North America,43,1,623
24522,,Perez,9/6/1979,M,,M,"$80,000.00 ",0,0,Bachelors,Management,0,1,194 Barberry Court,,698-555-0174,2/4/2013,0-1 Miles,North America,42,1,369
24523,,Coleman,10/15/1973,M,,F,"$80,000.00 ",0,0,Bachelors,Management,0,1,9815 Marlboro Court,,632-555-0154,2/7/2013,0-1 Miles,North America,48,1,310
24524,,Lewis,5/3/1979,M,,F,"$90,000.00 ",4,4,Bachelors,Management,1,1,2199 Laverne Way,,153-555-0192,9/16/2013,1-2 Miles,North America,42,1,311
24525,,Nelson,8/1/1973,M,,M,"$90,000.00 ",4,4,Bachelors,Management,1,1,6909 Hamilton Avenue,,551-555-0196,3/11/2013,1-2 Miles,North America,48,1,51
24526,,Barnes,11/24/1972,M,,M,"$100,000.00 ",2,0,Bachelors,Management,1,2,1851 Prospect St.,,669-555-0176,2/25/2013,1-2 Miles,North America,49,1,335
24527,,Coleman,1/2/1973,M,,M,"$110,000.00 ",0,1,Graduate Degree,Management,1,0,5095 Chablis Way,,158-555-0176,2/27/2013,1-2 Miles,North America,48,1,368
24528,,Hernandez,5/12/1973,S,,F,"$110,000.00 ",0,1,Graduate Degree,Management,0,2,8079 Prestwick Drive,,658-555-0194,2/4/2013,1-2 Miles,North America,48,1,310
24529,,Martinez,1/11/1973,S,,F,"$130,000.00 ",0,0,Graduate Degree,Management,0,2,1383 Bola Raton Court,,801-555-0165,2/4/2013,0-1 Miles,North America,48,1,299
24530,,She,8/21/1972,S,,M,"$160,000.00 ",0,0,Graduate Degree,Management,0,0,4979 Sweeney Road,,180-555-0155,5/1/2013,2-5 Miles,North America,49,1,612
24531,,Xie,9/15/1963,M,,M,"$130,000.00 ",2,3,Bachelors,Management,0,4,Königsteiner Straße 750,,1 (11) 500 555-0180,7/19/2013,5-10 Miles,Europe,58,1,151
24532,,Perez,9/22/1963,M,,M,"$130,000.00 ",2,3,Bachelors,Management,1,4,Rykestr 2614,,1 (11) 500 555-0119,11/3/2013,0-1 Miles,Europe,58,1,176
24533,,Long,8/23/1969,S,,M,"$130,000.00 ",2,4,Partial College,Professional,0,0,1761 Holbrook Dr.,,1 (11) 500 555-0178,12/30/2013,5-10 Miles,Europe,52,1,237
24534,,Luo,1/24/1964,M,,F,"$150,000.00 ",1,3,Partial College,Professional,1,2,3208 Thors Bay Road,,1 (11) 500 555-0150,3/3/2013,0-1 Miles,Europe,57,1,258
24535,Mr.,Shepard,5/21/1963,M,,F,"$110,000.00 ",2,4,Partial College,Professional,1,3,"570, avenue des Ternes",,192-555-0100,7/14/2013,5-10 Miles,Europe,58,1,188
24536,,Perez,9/12/1973,M,,F,"$130,000.00 ",2,4,Partial College,Professional,1,2,Im Himmelsweg 89,,1 (11) 500 555-0142,6/1/2013,0-1 Miles,Europe,48,1,133
24537,,Saunders,12/26/1962,S,,F,"$150,000.00 ",2,4,High School,Professional,0,3,528 Walter Way,,1 (11) 500 555-0165,3/1/2013,0-1 Miles,Europe,58,1,254
24538,,Diaz,10/18/1967,S,,F,"$100,000.00 ",2,3,Partial College,Professional,1,4,"6618, avenue de Villiers",,1 (11) 500 555-0152,11/26/2013,5-10 Miles,Europe,54,1,215
24539,,Zheng,1/15/1962,S,,M,"$110,000.00 ",3,4,Partial College,Professional,0,4,"3, rue Georges-Clémenceau",,1 (11) 500 555-0176,4/21/2013,5-10 Miles,Europe,59,1,209
24540,,Martin,12/13/1967,M,,F,"$120,000.00 ",3,4,Partial High School,Professional,1,4,5203 Virginia Lane,,1 (11) 500 555-0186,6/9/2013,5-10 Miles,Europe,54,1,234
24541,Ms.,Sheperdigian,1/16/1978,M,,M,"$170,000.00 ",3,3,Partial College,Professional,1,4,9145 Paso Del Rio Way,,943-555-0100,12/18/2013,0-1 Miles,Europe,43,1,271
24542,,Liang,8/7/1966,S,,M,"$100,000.00 ",2,3,High School,Professional,1,4,"1359, avenue de l´Europe",,1 (11) 500 555-0114,12/3/2013,10+ Miles,Europe,55,1,194
24543,,Moreno,12/6/1960,S,,M,"$110,000.00 ",3,4,Partial College,Professional,0,4,"22, rue Jean Mermoz",,1 (11) 500 555-0127,6/23/2013,5-10 Miles,Europe,61,1,218
24544,,Romero,1/14/1961,S,,F,"$110,000.00 ",3,4,Partial College,Professional,0,4,Marienplatz 13,,1 (11) 500 555-0176,3/8/2013,5-10 Miles,Europe,60,1,123
24545,,Raman,12/3/1960,S,,M,"$170,000.00 ",3,3,High School,Professional,0,4,1614 Green St,,1 (11) 500 555-0132,9/26/2013,0-1 Miles,Europe,61,1,271
24546,,Hughes,10/5/1970,M,,M,"$80,000.00 ",4,2,Partial College,Professional,0,1,9111 Rambling Rose Ave,,1 (11) 500 555-0186,4/15/2013,2-5 Miles,Europe,51,1,267
24547,,Gomez,2/20/1950,S,,F,"$90,000.00 ",5,0,Partial College,Professional,1,2,Hauptstr 6035,,1 (11) 500 555-0185,6/24/2013,10+ Miles,Europe,71,1,156
24548,,Liu,8/24/1949,M,,F,"$110,000.00 ",3,4,Bachelors,Management,1,4,Am Kreuz 75,,1 (11) 500 555-0194,5/19/2013,10+ Miles,Europe,72,1,160
24549,,Li,12/21/1955,S,,M,"$130,000.00 ",3,4,Bachelors,Management,0,3,4261 Roseann Drive,,1 (11) 500 555-0191,4/25/2013,0-1 Miles,Europe,65,1,230
24550,,Ma,4/21/1950,M,,M,"$130,000.00 ",3,4,Bachelors,Management,0,4,2526 N Willow Glen Court,,1 (11) 500 555-0181,2/4/2013,5-10 Miles,Europe,71,1,247
24551,,Malhotra,3/19/1951,M,,F,"$60,000.00 ",3,1,Partial High School,Skilled Manual,1,3,"11, avenue du Président-Kennedy",,1 (11) 500 555-0161,2/25/2013,2-5 Miles,Europe,70,1,220
24552,,Carlson,3/24/1951,M,,M,"$70,000.00 ",5,1,High School,Professional,0,2,"8812, rue Surcouf",,1 (11) 500 555-0136,12/3/2013,2-5 Miles,Europe,70,1,222
24553,,Ashe,1/12/1951,M,,F,"$90,000.00 ",5,0,Partial College,Professional,1,2,Marketplatz 92,,1 (11) 500 555-0140,12/23/2013,10+ Miles,Europe,70,1,120
24554,,Fernandez,11/24/1950,M,,F,"$130,000.00 ",4,4,Bachelors,Management,1,4,8310 Atchinson Stage Ct,,1 (11) 500 555-0152,8/12/2013,0-1 Miles,Europe,71,1,256
24555,,Chande,8/16/1950,M,,F,"$130,000.00 ",4,4,Partial College,Professional,1,4,5330 Miwok Way,,1 (11) 500 555-0155,8/11/2013,0-1 Miles,Europe,71,1,263
24556,,Yang,5/25/1952,S,,F,"$90,000.00 ",5,0,Partial College,Professional,1,2,"44, rue Saint-Lazare",,1 (11) 500 555-0140,6/23/2013,10+ Miles,Europe,69,1,217
24557,,Lin,3/9/1957,S,,M,"$170,000.00 ",4,4,Bachelors,Management,0,4,9071 Macaroon Drive,,1 (11) 500 555-0182,5/29/2013,0-1 Miles,Europe,64,1,275
24558,,Brooks,8/3/1959,M,,F,"$90,000.00 ",3,1,High School,Professional,1,2,8368 Lilac Circle,,1 (11) 500 555-0153,4/28/2013,10+ Miles,Europe,62,1,231
24559,,Suarez,12/3/1958,M,,F,"$80,000.00 ",4,2,Partial College,Professional,1,2,"68, impasse Notre-Dame",,1 (11) 500 555-0124,9/30/2013,2-5 Miles,Europe,63,1,226
24560,,Fernandez,11/29/1959,M,,F,"$100,000.00 ",3,4,High School,Professional,1,2,"276, rue de la Comédie",,1 (11) 500 555-0143,12/20/2013,10+ Miles,Europe,62,1,184
24561,Ms.,Sherman,6/8/1960,S,,M,"$100,000.00 ",3,4,High School,Professional,0,3,Wasserstr 64,,361-555-0100,2/7/2013,2-5 Miles,Europe,61,1,174
24562,,Rubio,4/10/1960,S,,M,"$110,000.00 ",3,4,Partial College,Professional,1,4,Welt Platz 123,,1 (11) 500 555-0185,10/3/2013,10+ Miles,Europe,61,1,147
24563,,Rodriguez,10/2/1959,M,,F,"$130,000.00 ",3,4,Partial College,Professional,1,4,Auf dem Ufer 424,,1 (11) 500 555-0189,7/26/2013,0-1 Miles,Europe,62,1,133
24564,,Andersen,5/23/1964,S,,M,"$110,000.00 ",3,5,Bachelors,Management,0,0,Buergermeister-ulrich-str 95,,1 (11) 500 555-0118,10/2/2013,10+ Miles,Europe,57,1,128
24565,,Navarro,6/4/1963,S,,M,"$110,000.00 ",4,5,Partial College,Professional,0,2,Heiderweg 4624,,1 (11) 500 555-0116,7/16/2013,10+ Miles,Europe,58,1,135
24566,,Nara,2/18/1963,S,,F,"$170,000.00 ",4,5,Partial College,Professional,0,4,9896 Ida Ave,,1 (11) 500 555-0190,11/21/2013,0-1 Miles,Europe,58,1,277
24567,,Deng,11/4/1956,M,,F,"$80,000.00 ",4,1,High School,Professional,1,3,"425, rue Léo Delibes",,1 (11) 500 555-0199,3/20/2013,10+ Miles,Europe,65,1,199
24568,,Mitchell,7/13/1956,S,,M,"$130,000.00 ",4,5,High School,Professional,0,3,9390 Janin Pl.,,1 (11) 500 555-0141,7/10/2013,10+ Miles,Europe,65,1,238
24569,,Gonzalez,2/8/1962,M,,M,"$130,000.00 ",4,5,High School,Professional,1,3,7820 Blackridge Drive,,1 (11) 500 555-0159,5/28/2013,0-1 Miles,Europe,59,1,262
24570,,Guo,8/20/1955,S,,F,"$90,000.00 ",4,1,High School,Management,1,3,"285, rue de Varenne",,1 (11) 500 555-0119,11/24/2013,10+ Miles,Europe,66,1,220
24571,,Navarro,2/19/1967,S,,M,"$90,000.00 ",4,1,High School,Management,1,3,"34, avenue du Port",,1 (11) 500 555-0111,12/28/2013,10+ Miles,Europe,54,1,211
24572,,Martinez,5/24/1961,M,,F,"$100,000.00 ",3,4,Partial College,Management,1,4,Viktoria-Luise-Platz 413,,1 (11) 500 555-0167,4/16/2013,10+ Miles,Europe,60,1,154
24573,,Rai,9/12/1961,M,,M,"$130,000.00 ",4,5,High School,Management,1,3,7936 Sterling Hill,,1 (11) 500 555-0123,5/20/2013,0-1 Miles,Europe,60,1,248
24574,,Yuan,12/2/1954,S,,F,"$150,000.00 ",4,5,Partial College,Management,0,4,3716 D Mt. Hood Circle,,1 (11) 500 555-0174,8/7/2013,10+ Miles,Europe,67,1,240
24575,,Zhu,4/11/1960,S,,M,"$150,000.00 ",3,5,High School,Management,0,4,5452 Corte Gilberto,,1 (11) 500 555-0119,12/9/2013,10+ Miles,Europe,61,1,241
24576,,Hu,3/16/1955,S,,M,"$150,000.00 ",4,5,High School,Management,0,4,3406 Raven Court,,1 (11) 500 555-0114,7/11/2013,0-1 Miles,Europe,66,1,243
24577,,Lal,8/2/1953,S,,M,"$170,000.00 ",0,5,High School,Management,0,4,9634 East Avenue,,1 (11) 500 555-0186,5/21/2013,0-1 Miles,Europe,68,1,276
24578,,Lopez,4/3/1958,S,,F,"$90,000.00 ",5,0,Partial High School,Skilled Manual,0,2,"1005, rue des Bouchers",,1 (11) 500 555-0131,11/6/2013,5-10 Miles,Europe,63,1,223
24579,,Alexander,2/1/1953,S,,M,"$100,000.00 ",3,5,Partial High School,Professional,0,0,Werftstr 54,,1 (11) 500 555-0159,12/16/2013,5-10 Miles,Europe,68,1,155
24580,,Zhao,8/6/1958,M,,M,"$110,000.00 ",4,5,Partial High School,Professional,1,3,Altendorfer Straße 4,,1 (11) 500 555-0137,8/23/2013,10+ Miles,Europe,63,1,161
24581,,Diaz,4/11/1953,M,,M,"$130,000.00 ",5,5,Partial High School,Professional,1,4,8742 Longbrood Way,,1 (11) 500 555-0166,10/28/2013,0-1 Miles,Europe,68,1,262
24582,,Sai,10/20/1958,M,,F,"$160,000.00 ",5,5,Partial High School,Professional,0,4,4616 Sutcliffe Pl,,1 (11) 500 555-0115,6/12/2013,10+ Miles,Europe,63,1,276
24583,,Chandra,2/9/1953,S,,M,"$170,000.00 ",5,5,Partial High School,Professional,0,4,5368 Pierce Ct.,,1 (11) 500 555-0132,6/16/2013,0-1 Miles,Europe,68,1,277
24584,,Liang,2/8/1981,S,,M,"$60,000.00 ",0,0,Bachelors,Professional,0,3,8426 Kendall Rd.,,1 (11) 500 555-0139,6/6/2013,2-5 Miles,Pacific,40,1,14
24585,,Patel,2/11/1981,M,,M,"$60,000.00 ",0,0,Bachelors,Professional,1,4,2115 White Dr.,,1 (11) 500 555-0154,12/18/2012,10+ Miles,Pacific,40,1,32
24586,,Luo,4/18/1981,S,,M,"$70,000.00 ",0,0,Bachelors,Professional,1,2,6568 Damascus Loop,,1 (11) 500 555-0132,12/10/2012,10+ Miles,Pacific,40,0,23
24587,,Sun,3/9/1981,M,,F,"$70,000.00 ",0,0,Bachelors,Professional,1,2,7023 Stallion Way,,1 (11) 500 555-0157,12/22/2012,10+ Miles,Pacific,40,0,20
24588,,Becker,8/6/1981,S,,F,"$70,000.00 ",0,0,Bachelors,Professional,0,3,9452 Mariposa Ct.,,1 (11) 500 555-0110,7/20/2013,10+ Miles,Pacific,40,1,6
24589,,Zhao,12/8/1980,S,,F,"$70,000.00 ",0,0,Bachelors,Professional,0,3,8206 Green Valley Road,,1 (11) 500 555-0198,3/20/2013,10+ Miles,Pacific,41,1,22
24590,,Alonso,7/4/1979,M,,F,"$70,000.00 ",0,0,Bachelors,Professional,0,3,5218 E 28th Street,,1 (11) 500 555-0148,12/10/2012,10+ Miles,Pacific,42,1,19
24591,,Pal,11/8/1979,S,,M,"$70,000.00 ",0,0,Bachelors,Professional,0,3,2370 Pelican Loop,,1 (11) 500 555-0153,8/5/2013,10+ Miles,Pacific,42,1,27
24592,,Martinez,3/31/1981,S,,M,"$90,000.00 ",0,0,Bachelors,Professional,0,2,1905 Clyde Street,,1 (11) 500 555-0118,12/12/2012,10+ Miles,Pacific,40,1,29
24593,,Watson,3/5/1980,M,,F,"$70,000.00 ",0,0,Bachelors,Professional,0,4,7525 Sutcliffe Pl.,,1 (11) 500 555-0144,1/19/2014,10+ Miles,Pacific,41,1,18
24594,,Yuan,9/20/1979,M,,M,"$70,000.00 ",0,0,Partial High School,Professional,1,4,5691 Coldwater Drive,,1 (11) 500 555-0177,2/27/2013,10+ Miles,Pacific,42,1,23
